Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Barrel Color (product.metafields.custom.barrel_color),Barrel Shape (product.metafields.custom.barrel_shape),Bat Series (product.metafields.custom.bat_series),Compatible Helmet Type (product.metafields.custom.compatible_helmet_type),Facemask/No Facemask (product.metafields.custom.facemask_no_facemask),Knob Shape (product.metafields.custom.knob_shape),Leadtime (product.metafields.custom.leadtime),Level of Play (product.metafields.custom.level_of_play),Custom Pricing Upgrades (product.metafields.custom.pricing),Key Specs (product.metafields.portul.keyspecs),Includes (product.metafields.product.includes),Product rating count (product.metafields.reviews.rating_count),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Colors (product.metafields.specs.color),Head Circumference — Size (product.metafields.specs.headcircumferencesize),Material (product.metafields.specs.material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
scorpion-double-flex-leg-guard,,,,,,,,,"14""",,,Dark Green,,,,,1264790614,0.0,shopify,deny,manual,8.00,,true,true,,,,,714195760495,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/r59D1n7.jpg?v=1770133766,7,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/U9gOYPj.jpg?v=1770133766,lb,,,,,,
scorpion-double-flex-leg-guard,,,,,,,,,"16""",,,Scarlet,,,,,1264800603,0.0,shopify,deny,manual,8.00,,true,true,,,,,714195399534,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/L3AZ1pS.jpg?v=1770133766,8,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/sHZKKxB.jpg?v=1770133766,lb,,,,,,
scorpion-double-flex-leg-guard,,,,,,,,,"16""",,,True Royal Blue,,,,,1264800605,0.0,shopify,deny,manual,8.00,,true,true,,,,,714195399633,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/RHTkYSU.jpg?v=1770133766,lb,,,,,,
scorpion-double-flex-leg-guard,,,,,,,,,"16""",,,Black,,,,,1264800606,0.0,shopify,deny,manual,8.00,,true,true,,,,,714195760594,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/2vjmx0o.jpg?v=1770133766,lb,,,,,,
scorpion-double-flex-leg-guard,,,,,,,,,"16""",,,Navy,,,,,1264800608,0.0,shopify,deny,manual,8.00,,true,true,,,,,714195399732,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/Jho9kMq.jpg?v=1770133766,lb,,,,,,
scorpion-double-flex-leg-guard,,,,,,,,,"16""",,,Orange,,,,,1264800609,0.0,shopify,deny,manual,8.00,,true,true,,,,,714195323287,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/vE7TbM8.jpg?v=1770133766,lb,,,,,,
scorpion-double-flex-leg-guard,,,,,,,,,"16""",,,Purple,,,,,1264800611,0.0,shopify,deny,manual,8.00,,true,true,,,,,714195323386,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/r59D1n7.jpg?v=1770133766,lb,,,,,,
scorpion-double-flex-leg-guard,,,,,,,,,"16""",,,Maroon,,,,,1264800612,0.0,shopify,deny,manual,8.00,,true,true,,,,,714195760693,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/L3AZ1pS.jpg?v=1770133766,lb,,,,,,
scorpion-double-flex-leg-guard,,,,,,,,,"16""",,,Dark Green,,,,,1264800614,0.0,shopify,deny,manual,8.00,,true,true,,,,,714195760792,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/U9gOYPj.jpg?v=1770133766,lb,,,,,,
scorpion-chest-protector,SCORPION CHEST PROTECTOR,"",Certor B2B,,Closeout,"",true,Size,"13""",,Color,Maroon,,,,,1271931206,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195651366,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/KhPaycR.png?v=1770133763,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/KhPaycR.png?v=1770133763,lb,,,true,,,active
schutt-batting-tee,SCHUTT BATTING TEE,"",Certor B2B,,Closeout,"",true,Title,Default Title,,,,,,,,12810500,0.0,shopify,deny,manual,8.00,,true,true,,,,,714195571596,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/cH1uBz8.jpg?v=1770133761,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/cH1uBz8.jpg?v=1770133761,lb,,,true,,,active
schutt-4-sided-pitching-rubber,SCHUTT 4-SIDED PITCHING RUBBER,"",Certor B2B,,Closeout,"",true,Title,Default Title,,,,,,,,12808500BE,0.0,shopify,deny,manual,10.00,,true,true,,,,,714195580451,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/spJEG09_dc1de416-9b35-4d50-871c-85ac1f9affe0.jpg?v=1770133758,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/spJEG09_dc1de416-9b35-4d50-871c-85ac1f9affe0.jpg?v=1770133758,lb,,,true,,,active
reversible-chest-protector-s3-5,REVERSIBLE CHEST PROTECTOR S3.5,"",Certor B2B,,Closeout,"",true,Size,"12""",,Color,True Royal Blue,,,,,1270820605T,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195775857,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/WVggucw.png?v=1770133751,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/WVggucw.png?v=1770133751,lb,,,true,,,active
reversible-chest-protector-s3-5,,,,,,,,,"13""",,,Scarlet,,,,,1270830603T,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195776359,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/3MJR1gy.png?v=1770133751,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/3MJR1gy.png?v=1770133751,lb,,,,,,
reversible-chest-protector-s3-5,,,,,,,,,"13""",,,Black,,,,,1270830606T,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195776052,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/G8xqbF1.png?v=1770133752,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/G8xqbF1.png?v=1770133752,lb,,,,,,
reversible-chest-protector-s3-5,,,,,,,,,"13""",,,Navy,,,,,1270830608,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195693960,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/X2ZrC3w.png?v=1770133752,4,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/X2ZrC3w.png?v=1770133752,lb,,,,,,
reversible-chest-protector-s3-5,,,,,,,,,"15""",,,Black,,,,,1270850606T,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195776458,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/G8xqbF1.png?v=1770133752,lb,,,,,,
reversible-chest-protector-s3-5,,,,,,,,,"16""",,,True Royal Blue,,,,,1270860605T,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195777172,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/WVggucw.png?v=1770133751,lb,,,,,,
pro-pitchers-box,PRO PITCHERS BOX,"",Certor B2B,,Closeout,"",true,Title,Default Title,,,,,,,,12909180BE,0.0,shopify,deny,manual,10.00,,true,true,,,,,714195610677,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/spJEG09.jpg?v=1770133750,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/spJEG09.jpg?v=1770133750,lb,,,true,,,active
o-seven-soft-shoulder-pads-no-logo,O-SEVEN SOFT SHOULDER PADS - NO LOGO,"",Certor B2B,,Closeout,"",true,Size,Large,,Color,Black,,,,,7079050606-NL,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195079696,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/dDw4WRT_38ed2fcb-3459-4994-99b0-829e92200506.png?v=1770133713,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/dDw4WRT_38ed2fcb-3459-4994-99b0-829e92200506.png?v=1770133713,lb,,,true,,,active
o-seven-soft-shoulder-pads-no-logo,,,,,,,,,X-Large,,,Black,,,,,7079060606-NL,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195080852,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/dDw4WRT_38ed2fcb-3459-4994-99b0-829e92200506.png?v=1770133713,lb,,,,,,
o-seven-soft-shoulder-pads-no-logo,,,,,,,,,2X-Large,,,Black,,,,,7079070606-NL,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195082108,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/dDw4WRT_38ed2fcb-3459-4994-99b0-829e92200506.png?v=1770133713,lb,,,,,,
o-seven-soft-shoulder-pads,O-SEVEN SOFT SHOULDER PADS,"",Certor B2B,,Closeout,"",true,Size,X-Large,,Color,Black,,,,,7079060606,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195067419,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/dDw4WRT.png?v=1770133712,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/dDw4WRT.png?v=1770133712,lb,,,true,,,active
o-seven-soft-shoulder-pads,,,,,,,,,2X-Large,,,Neon Green,,,,,70790706N07,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195821769,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/rPNLgXb.jpg?v=1770133712,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/rPNLgXb.jpg?v=1770133712,lb,,,,,,
o-seven-soft-shoulder-pads,,,,,,,,,3X-Large,,,Black,,,,,7079080606,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195071560,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/dDw4WRT.png?v=1770133712,lb,,,,,,
o-seven-soft-shoulder-pads,,,,,,,,,3X-Large,,,Neon Green,,,,,70790806N07,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195821868,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/rPNLgXb.jpg?v=1770133712,lb,,,,,,
napoli-pro-batting-gloves,NAPOLI PRO BATTING GLOVES,"",Certor B2B,,Closeout,"",true,Size,Medium,,Color,White/Black,,,,,1270040206,0.0,shopify,deny,manual,12.00,,true,true,,,,,714195619182,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/12700_NAPOLI-PRO-BATTING-GLOVES_White-Black_Main.png?v=1770133711,1,"",false,,"The TUCCI Napoli Pro Batting Gloves sport an added reinforcement layer with a TL graphic sheepskin palm and have an extra-wide double wrap strap for wrist support. The sheepskin backing and mesh knuckles give the hitter added durability, feel, and flexibility at the plate.",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/12700_NAPOLI-PRO-BATTING-GLOVES_White-Black_Main.png?v=1770133711,lb,,,true,,,active
napoli-elite-batting-gloves,NAPOLI ELITE BATTING GLOVES,"",Certor B2B,,Closeout,"",true,Size,Small,,Color,White/Black,,,,,1260030206,0.0,shopify,deny,manual,12.00,,true,true,,,,,714195617980,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/12600_NAPOLI-ELITE-BATTING-GLOVES_White-Black_Main.png?v=1770133710,1,"",false,,"The TUCCI Napoli Elite Batting Gloves sport a stylish TL graphic sheepskin palm, a low-profile strap for added comfortability, and a stretch-mesh back for increased flexibility and breathability at the plate.",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/12600_NAPOLI-ELITE-BATTING-GLOVES_White-Black_Main.png?v=1770133710,lb,,,true,,,active
multi-sport-soft-cap,MULTI-SPORT SOFT CAP,"",Certor B2B,,Closeout,"",true,Size,S/M,,Color,Black,,,,,7078023006,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195526985,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/S12kmEs.jpg?v=1770133708,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/S12kmEs.jpg?v=1770133708,lb,,,true,,,active
low-profile-elbow-pad,LOW-PROFILE ELBOW PAD,"",Certor B2B,,Closeout,"",true,Title,Default Title,,,,,,,,13022003,0.0,shopify,deny,manual,1.00,,true,true,,,,,714195497131,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/2nEe9Dh.jpg?v=1770133707,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/2nEe9Dh.jpg?v=1770133707,lb,,,true,,,active
hanging-bat-portfolio,HANGING BAT PORTFOLIO,"",Certor B2B,,Closeout,"",true,Title,Default Title,,,,,,,,12845206T,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195655265,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/4dAxk9B.jpg?v=1770133702,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/4dAxk9B.jpg?v=1770133702,lb,,,true,,,active
game-day-towel-retail-packed,GAME DAY TOWEL - RETAIL PACKED,"",Certor B2B,,Closeout,"",true,Color,White,,,,,,,,84001302F,0.0,shopify,deny,manual,2.00,,true,true,,,,,714195553851,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/fnbAkPg_496f2dee-2724-4a52-8e54-bdc1ae551f32.jpg?v=1770133699,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/fnbAkPg_496f2dee-2724-4a52-8e54-bdc1ae551f32.jpg?v=1770133699,lb,,,true,,,active
game-day-towel,GAME DAY TOWEL,"",Certor B2B,,Closeout,"",true,Color,White,,,,,,,,84001302,0.0,shopify,deny,manual,2.00,,true,true,,,,,714195672736,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/fnbAkPg.jpg?v=1770133699,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/fnbAkPg.jpg?v=1770133699,lb,,,true,,,active
flex-net,FLEX NET,"",Certor B2B,,Closeout,"",true,Title,Default Title,,,,,,,,12829201,0.0,shopify,deny,manual,35.00,,true,true,,,,,714195421198,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/cJAuA95.jpg?v=1770133698,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/cJAuA95.jpg?v=1770133698,lb,,,true,,,active
dugout-10-bat-rack,DUGOUT 10-BAT RACK,"",Certor B2B,,Closeout,"",true,Title,Default Title,,,,,,,,12830700T,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195662782,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/wFLZAZh.jpg?v=1770133696,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/wFLZAZh.jpg?v=1770133696,lb,,,true,,,active
dipped-youth-thigh-pad,DIPPED YOUTH THIGH PAD,"",Certor B2B,,Closeout,"",true,Title,Default Title,,,,,,,,13230102,0.0,shopify,deny,manual,8.00,,true,true,,,,,714195132018,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/3sBqbnQ.jpg?v=1770133694,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/3sBqbnQ.jpg?v=1770133694,lb,,,true,,,active
dead-on-strike-zone-replacement-target,DEAD-ON STRIKE ZONE REPLACEMENT TARGET,"",Certor B2B,,Closeout,"",true,Title,Default Title,,,,,,,,12829301,0.0,shopify,deny,manual,1.00,,true,true,,,,,714195557453,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/as84FF6_f55b0eed-3f9d-4b1e-a0ae-3bc89fc4191b.png?v=1770133693,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/as84FF6_f55b0eed-3f9d-4b1e-a0ae-3bc89fc4191b.png?v=1770133693,lb,,,true,,,active
dead-on-18-football-target-sheet,"DEAD-ON 18"" FOOTBALL TARGET SHEET","",Certor B2B,,Closeout,"",true,Title,Default Title,,,,,,,,12829308,0.0,shopify,deny,manual,25.00,,true,true,,,,,714195558153,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/as84FF6.png?v=1770133690,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/as84FF6.png?v=1770133690,lb,,,true,,,active
dead-on-12-target-sheet,"DEAD-ON 12"" TARGET SHEET","",Certor B2B,,Closeout,"",true,Title,Default Title,,,,,,,,12829303,0.0,shopify,deny,manual,10.00,,true,true,,,,,714195557651,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/as84FF6_b76feb79-a8dc-4a95-a101-4d3acd15252a.png?v=1770133690,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/as84FF6_b76feb79-a8dc-4a95-a101-4d3acd15252a.png?v=1770133690,lb,,,true,,,active
cc1-chest-protector,CC1 CHEST PROTECTOR,"",Certor B2B,,Closeout,"",true,Size,"13""",,Color,Black,,,,,1271830606,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195648960,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/wix1Wgg.jpg?v=1770133690,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/wix1Wgg.jpg?v=1770133690,lb,,,true,,,active
cc1-chest-protector,,,,,,,,,"15""",,,Scarlet,,,,,1271850306,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195649165,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/i81OPYT.jpg?v=1770133689,2,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/i81OPYT.jpg?v=1770133689,lb,,,,,,
cc1-chest-protector,,,,,,,,,"15""",,,Black,,,,,1271850606,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195649363,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/W2ika7d.jpg?v=1770133690,3,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/wix1Wgg.jpg?v=1770133690,lb,,,,,,
cc1-chest-protector,,,,,,,,,"16""",,,True Royal Blue,,,,,1271860506,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195649660,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/W2ika7d.jpg?v=1770133690,lb,,,,,,
anch-dual-ground-18,ANCH DUAL GROUND 18,"",Certor B2B,,Closeout,"",true,Title,Default Title,,,,,,,,12920707,0.0,shopify,deny,manual,5.00,,true,true,,,,,714195059407,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/89Wmo5i.jpg?v=1770133688,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/89Wmo5i.jpg?v=1770133688,lb,,,true,,,active
air-maxx-hybrid-varsity-shoulder-pads-qb-wr,AiR MAXX HYBRID VARSITY SHOULDER PADS - QB/WR,"",Certor B2B,,Closeout,"",true,Size,Medium,,,,,,,,81180504,0.0,shopify,deny,manual,30.00,,true,true,,,,,714195340826,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/6KOAbxo.jpg?v=1770133686,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/6KOAbxo.jpg?v=1770133686,lb,,,true,,,active
air-maxx-hybrid-varsity-shoulder-pads-ol-dl,AiR MAXX HYBRID VARSITY SHOULDER PADS - OL/DL,"",Certor B2B,,Closeout,"",true,Size,X-Large,,,,,,,,81185506,0.0,shopify,deny,manual,30.00,,true,true,,,,,714195340420,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/G3VuW7w.jpg?v=1770133685,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/G3VuW7w.jpg?v=1770133685,lb,,,true,,,active
adult-hard-shell-rib-protector,ADULT HARD-SHELL RIB PROTECTOR,"",Certor B2B,,Closeout,"",true,Size,Large,,,,,,,,96000104,0.0,shopify,deny,manual,3.00,,true,true,,,,,714195585067,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/fkiJ2Me.png?v=1770133683,1,"",false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/fkiJ2Me.png?v=1770133683,lb,,,true,,,active
2023-milano-youth-10-2-3-4-usssa-baseball-bat,"2023 MILANO YOUTH (-10) 2 3/4"" USSSA BASEBALL BAT","<ul>
<li>USSSA Baseball Certified</li>
<li>2 3/4"" barrel, -10 drop weight</li>
<li>Unique, two-piece composite material for faster break-in</li>
<li>Extended barrel design for increased hitting surface and sweet spot</li>
<li>High-rebound material cap for larger sweet spot and explosive sound</li>
<li>Redistribution of weight for larger hitting area while maintaining swing weight</li>
<li>Light swing weight</li>
<li>2023 model</li>
</ul>",Certor B2B,,Closeout,"",true,Size,"28""",,,,,,,,65281810,0.0,shopify,deny,manual,118.00,,true,true,,,,,714195594113,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/65INOZ10_MILANO-YOUTH-28-1029-2-3-4-USSSA-BASEBALL-BAT_Main.png?v=1770133682,1,"",false,,"The TUCCI 2023 MILANO (-10) 2 3/4"" USSSA bat is designed to deliver top-of-the-line performance and precision. Its unique Enhanced Output, Two-Piece Composite material allows for faster break-in time, while the extended X-Frame barrel design provides an increased hitting surface and sweet spot for improved performance.",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/65INOZ10_MILANO-YOUTH-28-1029-2-3-4-USSSA-BASEBALL-BAT_Main.png?v=1770133682,lb,,,true,,,active
2023-milano-youth-10-2-3-4-usssa-baseball-bat,,,,,,,,,"29""",,,,,,,,65291910,0.0,shopify,deny,manual,118.00,,true,true,,,,,714195594014,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/65INOZ10_MILANO-YOUTH-28-1029-2-3-4-USSSA-BASEBALL-BAT_Main.png?v=1770133682,lb,,,,,,
2023-milano-youth-10-2-3-4-usssa-baseball-bat,,,,,,,,,"30""",,,,,,,,65302010,0.0,shopify,deny,manual,118.00,,true,true,,,,,714195593918,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/65INOZ10_MILANO-YOUTH-28-1029-2-3-4-USSSA-BASEBALL-BAT_Main.png?v=1770133682,lb,,,,,,
2023-milano-youth-10-2-3-4-usssa-baseball-bat,,,,,,,,,"31""",,,,,,,,65312110,0.0,shopify,deny,manual,118.00,,true,true,,,,,714195593819,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/65INOZ10_MILANO-YOUTH-28-1029-2-3-4-USSSA-BASEBALL-BAT_Main.png?v=1770133682,lb,,,,,,
tucci-batting-helmet-jaw-guard,TUCCI BATTING HELMET JAW GUARD,"<ul>
<li>Dialed-In Protection: Specific models for right-handed and left-handed hitters</li>
<li>Stylish Look: Low-profile look for added style and comfort at the plate</li>
<li>Super Impact Absorption: RFLX Impact Foam for added protection, the same material on the inside of the helmets</li>
<li>Clean Padding: Anti-microbial and sweat-wicking padding</li>
<li>Easy adjustability: Quickly attach or remove the guard </li>
<li>No additional purchase necessary: Attachment hardware included</li>
</ul>",TUCCI,Sporting Goods > Athletics > American Football > American Football Protective Gear > American Football Helmet Accessories,"","",true,Style,Left-Handed Hitter,,Color,Black,,,,,01-21163-M06,226.796185,shopify,deny,manual,19.99,,true,true,,,,,714195857690,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/TUCCIRJFMatteBlack.png?v=1769010738,1,#style_left-handed hitter #color_black,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/TUCCIRJFMatteBlack.png?v=1769010738,lb,,,true,,,active
tucci-batting-helmet-jaw-guard,,,,,,,,,Left-Handed Hitter,,,White,,,,,01-21163-M02,226.796185,shopify,deny,manual,19.99,,true,true,,,,,714195857393,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/TUCCIRJFMatteWhite.53.png?v=1769010738,2,#style_left-handed hitter #color_white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/TUCCIRJFMatteWhite.53.png?v=1769010738,lb,,,,,,
tucci-batting-helmet-jaw-guard,,,,,,,,,Left-Handed Hitter,,,Navy,,,,,01-21163-M08,226.796185,shopify,deny,manual,19.99,,true,true,,,,,714195857799,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/TUCCIRJFMatteNavy.png?v=1769010738,3,#style_left-handed hitter #color_navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/TUCCIRJFMatteNavy.png?v=1769010738,lb,,,,,,
tucci-batting-helmet-jaw-guard,,,,,,,,,Left-Handed Hitter,,,Red,,,,,01-21163-M03,226.796185,shopify,deny,manual,19.99,,true,true,,,,,714195857492,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/TUCCIRJFMatteScarlet.49.png?v=1769010741,4,#style_left-handed hitter #color_red,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/TUCCIRJFMatteScarlet.49.png?v=1769010741,lb,,,,,,
tucci-batting-helmet-jaw-guard,,,,,,,,,Left-Handed Hitter,,,Royal Blue,,,,,01-21163-M05,226.796185,shopify,deny,manual,19.99,,true,true,,,,,714195857591,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/TUCCIRJFMatteRoyal.png?v=1769010738,5,#style_left-handed hitter #color_royal blue,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/TUCCIRJFMatteRoyal.png?v=1769010738,lb,,,,,,
